ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
甲寅(갑인),己巳(기사),96,운명적 착붙 케미,하늘과 땅이 딱 달라붙는 '갑기합' 텐션에 갑인의 추진력과 기사의 화끈한 에너지가 만난 역대급 시너지! 서로가 서로를 완성해주는 완벽한 퍼즐 조각 같아요. 갑인이 앞서가면 기사가 센스 있게 길을 터주는 소울메이트 각! 한 번 빠지면 헤어 나오기 힘든 마성의 중독성 커플입니다.,화끈하고 쿨한 직진 바이브! 데이트할 때도 결정 장애 없이 힙한 핫플만 골라 다니는 밀당 천재들의 연애 스타일이에요. 같이 있으면 주변 공기까지 핫해지는 텐션!,둘 다 에너지가 파워풀해서 가끔 '불꽃 튀는 열정'이 폭발할 수 있어요. 그럴 땐 맛있는 거 먹으면서 당 충전만 해주면 바로 찐사랑 모드 복귀 쌉가능!,"루프탑 파티, 서핑 레슨, 핫플 웨이팅",2026-03-07 07:12:45
甲寅(갑인),甲戌(갑술),92,든든한 팀 케미,"같은 '뿌리 깊은 나무'끼리 만난 역대급 안정감! 갑인(甲寅)의 리더십과 갑술(甲戌)의 추진력이 만나면 성공 가도만 걷는 '갓생 커플' 탄생이에요. 서로가 서로의 든든한 백그라운드가 되어주는 시너지가 미쳤고, 말하지 않아도 통하는 소울메이트 바이브가 흘러넘쳐요. 함께 있으면 세상 무서울 게 없는 무적의 텐션 세계관입니다.",각자 할 일도 잘하고 데이트도 폼나게 하는 워너비 커플! 서로의 성장을 응원하는 '성숙미 뿜뿜' 연애를 즐겨요. 힙한 팝업 스토어나 트렌디한 핫플 도장 깨기가 일상!,둘 다 에너지가 넘쳐서 가끔은 주도권 쟁탈전이 벌어질 수 있어요! '누가 맞나' 보다는 '우리 오늘 뭐 먹을까'에 집중하면 텐션이 훨씬 더 달달해질 거예요.,"성수동 팝업 투어, 자기계발 원데이 클래스, 테니스 데이트",2026-03-07 07:13:32
甲寅(갑인),己卯(기묘),88,자석 밀당 케미,"든든한 거목 갑인과 귀염뽀짝 잔디 기묘의 만남! 갑기합(甲己合)으로 서로에게 자석처럼 끌리는 텐션이 미쳤어요. 갑인이 리드하면 기묘가 센스 있게 받아주는 티키타카가 예술이죠. 서로 다른 매력이 섞이면서 생기는 시너지가 폭발하는, 한 번 빠지면 헤어나오기 힘든 소울메이트 각입니다!",겉으로는 쿨해보여도 속으로는 서로만 보는 찐사랑 바이브! 갑인이 듬직하게 길을 열면 기묘가 그 길을 예쁘게 꾸미는 느낌이에요. 인스타 감성 낭낭한 데이트가 찰떡인 커플!,가끔 서로의 고집이 불쑥 튀어나올 땐 '누가 이기나'보다 맛있는 거 먹으러 가기가 국룰! 서로의 개성을 리스펙트해주면 세상에서 제일 힙한 성장형 커플 완성이에요.,"루프탑 바, 전시회 관람, 식물 카페 투어",2026-03-07 07:14:09
甲寅(갑인),甲申(갑신),68,불꽃 튀는 성장형,"똑같은 갑목(甲)끼리 만나 첫눈에 통하는 텐션이 미쳤어요! 다만 '인신충'의 강력한 에너지가 서로를 끊임없이 자극하는 역동적인 관계예요. 마치 액션 영화 주인공들처럼 서로 부딪히며 성장하는 '도파민 폭발' 커플이죠. 서로의 다름을 인정하는 순간, 세상 어디에도 없는 힙한 파트너십 시너지가 완성됩니다.",솔직하고 화끈한 직진 연애 그 자체! 밀당보다는 돌직구로 승부하는 스타일이라 데이트도 액티브해요. 같이 땀 흘리는 운동을 하거나 낯선 곳으로 떠나는 모험적인 바이브가 찰떡입니다.,둘 다 에너지가 너무 넘쳐서 가끔은 말싸움이 배틀처럼 번질 수 있어요! '내가 맞네 니가 맞네' 할 때는 잠시 쿨타임을 갖고 서로의 갓생을 리스펙해주는 매너가 찐사랑의 치트키예요.,"러닝 크루, 테마파크 투어, 서핑",2026-03-07 07:14:46
甲寅(갑인),己丑(기축),85,갓벽한 자석 케미,파워 당당 '갑인'과 은근한 내공 '기축'이 만나 갑기합(甲己合) 시너지 미쳤다! 숲을 가꾸는 거목과 영양 가득한 땅의 만남이라 서로가 서로에게 없어서는 안 될 소울메이트 각이에요. 갑인의 불도저 같은 텐션을 기축이 묵묵히 받아주니 세상 편안하면서도 짜릿한 연애 텐션 완성!,겉으로는 쿨한데 속으로는 서로밖에 모르는 찐사랑 바이브! 한 명은 계획하고 한 명은 든든하게 따라주는 안정적인 데이트 분위기가 흘러넘쳐요. 같이 있으면 왠지 모르게 멘탈 치유되는 힐링 데이트가 일상!,가끔 둘 다 고집이 스멀스멀 올라올 때가 있어요. 그럴 땐 '누가 맞나' 배틀 금지! 서로의 갓생을 존중하며 한 발씩만 양보하면 텐션이 다시 떡상할 거예요.,"LP 바 투어, 도자기 공방, 야경 드라이브",2026-03-07 07:15:21
甲寅(갑인),甲午(갑오),95,불꽃 시너지,"거목(甲)끼리 만나 텐션 세계관 최강자 등극! 인오(寅午) 화합으로 에너지가 활활 타오르는 화력 미친 커플이에요. 서로 말하지 않아도 통하는 소울메이트 각인데, 갑인의 든든한 뿌리와 갑오의 화려한 꽃이 만나면 시너지 미쳤다 소리 절로 나오죠. 같이 있으면 도파민 폭발하는 무적의 찐사랑 바이브입니다.",보는 사람도 기분 좋아지는 하이텐션 커플! 에너지 넘치는 아웃도어 활동이나 힙한 페스티벌을 즐기는 화끈한 분위기예요. 매 순간이 한 편의 쇼츠 영상 같은 다이내믹한 바이브!,둘 다 열정이 너무 넘쳐서 가끔 감정 과부하가 올 수 있어요! 그럴 땐 10분만 멍 때리며 서로의 속도를 맞춰주는 '차분함 한 스푼'만 더하면 갓벽한 연애 완성!,"뮤직 페스티벌, 야외 스포츠, 핫플 팝업스토어",2026-03-07 07:16:07
甲寅(갑인),己亥(기해),98,운명적 갓벽 커플,"천간은 갑기합(甲己合), 지지는 인해합(寅亥合)으로 묶인 역대급 '자석 텐션' 커플! 든든한 거목 갑인과 촉촉한 대지 기해가 만나 서로의 부족함을 완벽히 채워주는 시너지가 미쳤어요. 말하지 않아도 서로의 마음을 꿰뚫어 보는 소울메이트 각이라, 연애 세계관에서 보기 드문 찐사랑 바이브가 폭발합니다.",서로에게 푹 빠져서 헤어 나오지 못하는 몽글몽글한 분위기! 기해가 갑인을 다정하게 챙겨주면 갑인이 든든하게 리드하는 이상적인 데이트 바이브예요. 같이 있을 때 가장 나다워지는 힐링 연애 그 자체!,서로 너무 잘 맞아서 가끔은 각자의 개인 시간을 잊을 수 있어요! 가끔은 각자의 갓생을 리스펙해주는 쿨타임만 가져준다면 이 관계는 영원히 케미 폭발 확정!,"한강 피크닉, 오션뷰 카페 투어, 프라이빗 영화관",2026-03-07 07:16:58
甲寅(갑인),甲辰(갑진),82,갓생 메이트,똑같은 갑목(甲)의 에너지를 가진 두 사람! 든든한 뿌리의 갑인과 촉촉한 땅을 품은 갑진이 만나 숲을 이루는 시너지 미쳤다! 서로의 야망과 스타일을 가장 잘 이해해 주는 소울메이트 각이에요. 같이 있으면 텐션 세계관이 확장되면서 서로의 성장을 미친 듯이 자극하는 파워풀한 커플입니다.,"서로의 갓생을 리스펙트하는 쿨하고 힙한 바이브! 각자 자기 일 할 때 텐션 터지고, 만나면 트렌디한 핫플에서 서로 사진 찍어주는 워너비 연애 스타일이에요.",둘 다 리더 기질이 강해서 가끔은 주도권 밀당 천재가 될 수 있어요! '누가 이기나'보다 '우리가 최고'라는 마인드로 서로를 응원해 주면 케미 폭발 확정!,"팝업 스토어 투어, 클라이밍, 야경 드라이브",2026-03-07 07:17:40
甲寅(갑인),己酉(기유),82,자석 밀당 케미,"천간의 갑기합(甲己合)으로 첫눈에 꽂히는 텐션이 미쳤어요! 듬직한 거목 갑인과 섬세한 보석 흙 기유가 만나면 서로의 매력에 중독되는 건 시간문제죠. 갑인의 파워풀한 리더십을 기유의 날카로운 센스가 세련되게 다듬어주니, 같이 있을 때 비주얼과 능력치 모두 상승하는 시너지 폭발 소울메이트 각입니다.",서로의 갓생을 응원하며 챙겨주는 힙한 바이브! 갑인이 화끈하게 데이트 코스를 짜면 기유가 퀄리티를 체크하는 완벽한 티키타카가 특징이에요. 세련된 공간에서 즐기는 '어른 연애' 분위기!,갑인의 불도저 같은 추진력에 기유의 팩폭이 가끔 부딪힐 수 있어요. 그럴 땐 '서로를 더 빛나게 만드는 조언'이라고 생각하면 금방 달달한 텐션 복구 완료!,"파인 다이닝, 와인바 투어, 편집숍 쇼핑",2026-03-07 07:18:32
甲寅(갑인),甲寅(갑인),88,거울 케미,똑 닮은 거대한 숲 두 개가 만난 격! 텐션 미쳤다! 서로의 야망과 에너지를 누구보다 잘 이해하는 ‘나의 도플갱어’ 같은 느낌이에요. 같은 갑인일주라 가치관이 찰떡이고 추진력이 대박이라 함께라면 세상 무엇도 두렵지 않은 무적의 시너지 폭발! 서로가 서로를 비추는 거울 같은 존재라 같이 있으면 자신감이 풀충전되는 갓벽한 조합입니다.,둘 다 직진 본능 만렙! 밀당 따위 없는 시원시원한 찐사랑 바이브예요. 데이트도 리드미컬하게 맛집 격파하고 핫플 도장 깨기 하는 에너제틱한 스타일!,둘 다 대장 기질이 있어서 가끔 주도권 배틀이 붙을 수 있어요. 그럴 땐 '누가 더 잘났나'보다 '우리가 함께라 더 멋지다'는 걸 기억하면 롱런 가능!,"익스트림 스포츠, 루프탑 파티, 해외여행",2026-03-07 07:19:17
甲寅(갑인),己未(기미),95,자석 케미,푸른 숲(甲寅)과 넓은 대지(己未)가 만난 천생연분 시너지 미쳤다! 서로를 끌어당기는 '갑기합' 에너지 덕분에 첫 만남부터 소울메이트 각이에요. 나무가 땅에 뿌리 내리듯 서로에게 정착하고 싶어지는 텐션 세계관! 안정적이면서도 서로의 성장을 돕는 갓벽한 조합이라 찐사랑 확률 200%입니다.,"한 명은 든든하게 지켜주고, 한 명은 에너지를 뿜뿜하는 상호보완적 바이브! 카페에서 깊은 대화 나누는 것도 좋고, 함께 미래를 설계하며 갓생 사는 커플 스타일이에요.","가끔 서로의 고집이 맞붙을 수 있지만, 이건 그만큼 서로를 아낀다는 증거! '누가 맞냐'보다 '우리가 어떻게 해결할까'에 집중하면 케미 폭발 유지 가능해요.","식물원 카페, 캠핑, 도서관 데이트",2026-03-07 07:19:59
乙卯(을묘),甲子(갑자),92,청량 숲 케미,싱그러운 꽃(乙卯)과 든든한 나무(甲子)가 시원한 강물(子)을 만난 격! 서로의 텐션이 찰떡같이 맞아서 같이 있으면 힐링 그 자체예요. 갑자일주가 든든하게 서포트해주면 을묘일주의 매력이 배가되는 시너지 미쳤다! 서로가 서로를 생기 있게 만드는 소울메이트 각이라 보기만 해도 안구 정화되는 커플입니다.,무해하고 순수한 연애 바이브! 서로의 일상을 공유하며 소확행을 즐기는 스타일이에요. 몽글몽글한 분위기 속에서 예쁜 사진 건져주는 감성 커플 느낌!,둘 다 에너지가 섬세해서 가끔 사소한 것에 서운할 수 있어요. 그럴 땐 '솔직 챌린지'로 마음을 바로 공유하면 연애 전선 이상 무!,"한강 피크닉, 식물 가득 카페, 전시회 관람",2026-03-07 07:20:45
乙卯(을묘),己巳(기사),82,정원 힐링 케미,싱그러운 꽃나무(乙卯)가 따뜻한 햇살을 품은 땅(己巳)을 만난 격! 을묘의 톡톡 튀는 매력을 기사가 포근하게 감싸안아주는 텐션 세계관이에요. 서로의 부족한 온기를 채워주는 상호보완적 시너지 미쳤다! 같이 있으면 마음이 편안해지면서도 은근히 서로를 자극하는 설렘이 공존하는 소울메이트 각입니다.,햇살 가득한 공원 산책처럼 평화로우면서도 다정한 바이브! 서로의 일상을 섬세하게 챙겨주는 찐사랑 모먼트가 가득해요. 은근히 서로를 챙기는 밀당 천재들!,가끔은 서로의 영역을 너무 존중하다가 속마음을 숨길 수 있어요! 그럴 땐 '오늘의 기분'을 5글자로 말하기 같은 귀여운 소통 미션으로 텐션을 올려봐요.,"플랜테리어 카페, 가드닝 원데이 클래스, 노을 맛집 산책",2026-03-07 07:21:25
乙卯(을묘),甲戌(갑술),89,넝쿨째 찐사랑,귀염뽀짝 꽃덩굴(乙卯)이 든든한 가을 언덕(甲戌)을 만난 격! 을묘의 러블리한 감각과 갑술의 책임감 있는 바이브가 만나 시너지 미쳤다! 서로 '묘술합'으로 꽉 묶여 있어서 떨어지기 힘든 텐션 세계관이에요. 갑술이 리드하고 을묘가 따라가는 그림이 세상 찰떡인 소울메이트 각!,서로가 서로의 덕질을 하는 듯한 훈훈한 분위기! 갑술의 듬직함에 을묘가 애교로 보답하는 전형적인 '심쿵' 데이트 바이브가 흘러 넘쳐요.,둘 다 자기만의 고집이 슬쩍 나올 때가 있어요. 그럴 땐 '우리는 한 팀'이라는 걸 리마인드하며 맛있는 걸 먹으러 가면 바로 풀리는 단순함이 필요!,"루프탑 바, 대형 카페 투어, 락 볼링장",2026-03-07 07:22:15
乙卯(을묘),己卯(기묘),84,힐링 정원 케미,초록초록한 숲(乙卯)과 비옥한 땅(己卯)이 만난 소울메이트 각! 서로의 섬세한 감성을 누구보다 잘 알아주는 텐션 세계관이에요. 두 사람 모두 '卯'라는 귀여운 토끼 에너지를 공유해서 통하는 게 미쳤다! 서로의 영역을 존중하면서도 스며드는 은근한 시너지가 폭발하는 따뜻한 조합입니다.,몽글몽글하고 편안한 무해함 그 자체! 자극적인 것보다 소소한 대화와 감성적인 공간에서 서로의 취향을 공유하는 힐링 바이브가 넘쳐나요.,둘 다 속마음을 꾹 참는 경향이 있을 수 있어요. '이심전심'도 좋지만 가끔은 확실한 애정 표현으로 서로의 확신을 채워주면 찐사랑 모드 유지!,"LP 바 투어, 감성 캠핑, 넷플릭스 정주행",2026-03-07 07:22:59
乙卯(을묘),甲申(갑신),81,단짠 성장형 커플,"부드러운 꽃(乙卯)과 카리스마 넘치는 바위(甲申)가 만난 드라마틱 텐션 세계관! 서로 다른 에너지라 자극이 되는 성장형 커플로, 서로의 부족한 점을 힙하게 채워주는 시너지 미쳤다! 갑신의 리드에 을묘의 유연함이 더해지면 세상 어디에도 없는 갓벽한 밸런스가 완성되는 소울메이트 각이에요.","서로의 다름을 리스펙하며 성장하는 바이브! 때로는 뜨겁게, 때로는 쿨하게 텐션 조절하는 밀당 천재들의 연애 스타일이라 지루할 틈이 없어요.","서로 표현 방식이 달라 살짝 오해할 수 있지만, 이건 서로 더 깊이 알아가는 찐사랑 빌드업 과정! 솔직한 대화로 마음을 맞추면 케미 폭발 확정!","팝업 스토어, 테마파크, 야간 드라이브",2026-03-07 07:23:44
乙卯(을묘),己丑(기축),85,갓벽 정착 케미,"싱그러운 넝쿨 꽃(乙卯)이 영양 가득한 대지(己丑)를 만난 텐션 세계관! 을묘의 톡톡 튀는 바이브를 기축이 묵묵히 받아주는 시너지 미쳤다! 서로 다른 에너지라 자극이 되는 성장형 커플이면서도, 시간이 갈수록 서로에게 찰떡같이 스며드는 소울메이트 각이에요. 안정감과 설렘이 동시에 폭발하는 갓벽 조합!",한 명은 아이디어를 던지고 한 명은 현실로 만드는 프로 계획러 커플 바이브! 차분한 분위기 속에서 은근히 서로를 챙기는 찐사랑 모먼트가 가득해요.,"가끔 서로의 고집이 평행선을 달릴 수 있지만, 이건 서로에 대한 확신이 강하다는 증거! 먼저 '오늘 뭐 먹을까?'라며 애교 섞인 질문을 던지면 케미 폭발 유지 가능!","감성 숙소 스테이, 도자기 공방, 성수동 투어",2026-03-07 07:24:21
乙卯(을묘),甲午(갑오),88,갓생 시너지 커플,싱그러운 초목(을묘)과 화려하게 피어난 꽃(갑오)이 만난 역대급 비주얼 케미! 서로 결이 비슷하면서도 갑오의 에너지가 을묘를 더 돋보이게 해주는 윈윈 관계예요. 함께 있으면 텐션이 수직 상승하고 세상 힙한 에너지가 폭발하는 소울메이트 각! 서로의 꿈을 응원하며 같이 성장하는 모습이 딱 요즘 스타일 커플이네요.,어딜 가나 시선 강탈! 트렌디한 팝업 스토어 투어나 핫플 도장 깨기를 즐기는 바이브예요. 대화가 끊이지 않는 티키타카의 정석을 보여줍니다.,둘 다 에너지가 넘쳐서 가끔은 각자의 시간이 필요할 뿐! 서로의 '나 혼자만의 시간'을 리스펙해준다면 훨씬 더 끈끈하고 딥한 찐사랑으로 업그레이드 가능해요.,"페스티벌 투어, 루프탑 바, 성수동 팝업",2026-03-07 07:25:17
乙卯(을묘),己亥(기해),92,힐링 소울메이트,싱그러운 풀잎(을묘)과 영양 가득한 땅(기해)이 만난 갓벽한 자연주의 커플! 기해의 포근한 물기 머금은 대지가 을묘의 뿌리를 단단하게 잡아주니 안정감 미쳤다... 서로의 존재만으로도 멘탈 치유되는 텐션이에요. 함께 있으면 세상 무해하고 편안해서 진정한 찐사랑 바이브를 제대로 느낄 수 있는 조합!,보는 사람도 마음 편해지는 무공해 연애! 잔잔한 LP바에서 음악 듣거나 예쁜 풍경 보며 멍 때리는 힐링 데이트가 찰떡이에요.,"가끔은 속마음을 툭 터놓고 말하는 '진실의 방' 타임이 필요해요! 서로 배려하다가 할 말 못 참지 말고, 솔직한 대화로 시너지 폭발시켜 봐요.","식물원 카페, LP바, 호캉스",2026-03-07 07:25:53
乙卯(을묘),甲辰(갑진),85,무한 확장 커플,"푸릇푸릇한 묘목(을묘)과 거대한 나무를 품은 기름진 땅(갑진)의 만남! 서로 같은 결의 에너지를 공유하면서도 갑진이 든든한 서포터가 되어주니 시너지 미쳤다... 텐션 세계관이 비슷해서 대화가 끊이지 않고, 함께 있을 때 자신감이 뿜뿜하는 성장형 소울메이트 각이에요!",각자 갓생 살면서도 만날 땐 텐션 폭발! 힙한 전시회나 자기계발 원데이 클래스 같이 생산적인 활동을 즐기는 힙한 바이브예요.,둘 다 주관이 뚜렷해서 가끔 의견이 갈릴 땐 '가위바위보'로 쿨하게 결정하기! 서로의 리더십을 리스펙해주면 찐사랑 모드 유지 가능해요.,"팝업 스토어 투어, 클라이밍, 테니스",2026-03-07 07:26:32
乙卯(을묘),己酉(기유),68,자극 텐션 커플,싱그러운 초록 에너지 을묘와 힙하고 샤프한 기유의 만남! 정반대의 매력에 끌리는 '자석형 케미'예요. 서로 다른 오행이 만나 스파크가 튀니 지루할 틈 없는 연애 세계관이 펼쳐집니다. 각자의 개성이 뚜렷해서 서로의 부족한 점을 채워주는 보완형 소울메이트로 진화하기 딱 좋은 조합!,서로의 스타일을 갓생러답게 피드백해주는 쿨한 바이브! 핫플에서 서로 인생샷 남겨주는 프로페셔널한 데이트가 일상이에요.,가끔 의견이 부딪힐 땐 '서로 다른 우주'임을 인정하고 맛있는 거 먹으러 가기! 다름을 리스펙하면 시너지 미쳤다 소리 절로 나요.,"미술관 투어, 와인바, 쇼핑몰 정주행",2026-03-07 07:27:15
乙卯(을묘),甲寅(갑인),82,초록 야망 커플,거대한 소나무(갑인)와 유연한 덩굴(을묘)이 만난 숲의 지배자 조합! 둘 다 나무의 에너지를 타고나서 말 안 해도 통하는 텔레파시 시너지가 미쳤다... 갑인이 앞장서고 을묘가 센스 있게 서포트해주면 이 구역의 갓생러 등극! 비슷한 결이라 대화 텐션이 쉴 새 없이 몰아치는 소울메이트 각이에요.,함께 운동하거나 야외 활동을 즐기는 에너제틱 바이브! 서로의 커리어를 자극하는 라이벌 겸 찐사랑 스타일이라 같이 있을 때 성장하는 기분이 들어요.,가끔은 서로 '내가 맞다'고 우길 수 있으니 주의! 한 명은 '져주는 게 이기는 것'이라는 쿨함을 장착하면 텐션 세계관 평화 유지 가능해요.,"등산, 테니스, 한강 따릉이 데이트",2026-03-07 07:28:03
乙卯(을묘),己未(기미),95,안정형 찐사랑,싱그러운 숲(을묘)이 영양 가득한 대지(기미)를 만나 뿌리를 내리는 완벽 시너지! 을묘의 톡톡 튀는 감각을 기미가 듬직하게 받아주니 안정감이 미쳤다 소리 절로 나와요. 서로의 부족한 텐션을 채워주며 함께 있으면 마음이 편안해지는 소울메이트 각! 시간이 갈수록 깊어지는 찐사랑 세계관이 펼쳐집니다.,서로의 갓생을 응원하면서도 만나면 힐링 그 자체! 감성 넘치는 공간에서 소소하게 일상을 공유하며 몽글몽글한 분위기를 즐기는 스타일이에요.,둘 다 표현을 아끼다가 가끔 오해가 생길 수 있어요! '오늘의 TMI'를 공유하며 적극적으로 사랑을 표현해주면 케미 폭발은 시간문제!,"대형 식물원 카페, 호수 산책, 홈파티",2026-03-07 07:28:47
丙辰(병진),甲子(갑자),94,갓벽 시너지,뜨거운 태양 병진과 생명수 갑자가 만난 역대급 축복 조합! 갑자가 병진의 열정을 든든하게 서포트해주니 시너지가 미쳤다 소리 절로 나와요. 서로가 서로를 빛나게 해주는 텐션 세계관이라 함께 있을 때 운이 트이는 소울메이트 각! 한쪽이 끌어주고 다른 쪽이 밀어주는 찐사랑 바이브가 예술이에요.,어딜 가나 주인공이 되는 화려한 바이브! 힙한 전시회를 보거나 감성 가득한 야경 맛집에서 인생샷 남겨주는 갓생 커플 스타일이에요.,둘 다 에너지가 워낙 좋아서 가끔 과열될 수 있으니 주의! 가끔은 폰 끄고 조용히 대화하는 시간만 가져도 관계가 더 갓벽해집니다.,"루프탑 바, 현대미술 전시, 밤바다 산책",2026-03-07 07:29:38
丙辰(병진),己巳(기사),89,불꽃 시너지,"뜨거운 태양 병진과 열정 가득한 대지 기사가 만난 화끈한 조합! 병진의 밝은 에너지가 기사의 단단한 매력을 비춰주니 케미 폭발은 당연한 결과죠. 오행상 화생토 시너지가 미쳤다 소리 절로 나오며, 서로의 열정을 배가시키는 소울메이트 각! 함께 있으면 세상의 주인공이 된 것 같은 텐션 세계관이 펼쳐집니다.",어딜 가나 시선 강탈하는 화려한 바이브! 핫한 클럽이나 페스티벌에서 누구보다 힙하게 즐기고 서로 인생샷 남겨주는 갓생 커플 스타일이에요.,둘 다 에너지가 워낙 뜨거워서 가끔 의견이 과열될 수 있어요! 그럴 땐 차가운 아이스 아메리카노 한 잔과 함께 한 템포 쉬어가는 센스만 발휘하면 찐사랑 모드 유지 가능!,"뮤직 페스티벌, 루프탑 수영장, 야간 드라이브",2026-03-07 07:30:22
丙辰(병진),甲戌(갑술),88,성장형 불꽃 케미,밝게 빛나는 태양(병진)과 든든한 나무(갑술)의 만남! 갑목이 병화에게 생명력을 불어넣어 주니 시너지가 미쳤어요. 서로 반대되는 기운이 묘한 텐션을 만들어서 지루할 틈 없는 연애 세계관이 펼쳐집니다. 서로의 빈틈을 채워주며 함께 레벨업하는 갓생 커플 각!,에너지 폭발! 남들 시선 신경 안 쓰고 우리만의 바이브에 집중하는 힙한 커플이에요. 토크 티키타카가 잘 맞아서 밤새 수다 떨어도 부족한 찐친 모먼트가 매력 포인트!,둘 다 에너지가 확실해서 가끔은 각자의 동굴이 필요할 수 있어요! '따로 또 같이' 밸런스만 잘 맞추면 서로에게 무한 영감을 주는 독보적인 소울메이트 등극!,"팝업스토어 투어, 페스티벌, 야간 드라이브",2026-03-07 07:31:05
丙辰(병진),己卯(기묘),92,갓벽 힐링 케미,태양 같은 병화와 부드러운 대지 기토의 만남! 병화의 열정이 기토를 따스하게 비춰주니 시너지 미쳤다... 서로의 감성을 찰떡같이 알아채는 소울메이트 각이에요. 기묘의 섬세함이 병진의 에너지를 예쁘게 다듬어주는 갓벽한 텐션 세계관 완성!,보는 사람도 편안해지는 무해한 바이브! 같이 맛집 투어 다니면서 인스타 감성 사진 찍어주는 게 일상인 찐사랑 커플이에요.,둘 다 넘나 다정해서 가끔 속마음을 꽁꽁 숨길 수 있어요! 솔직한 대화 한 스푼만 더하면 세상 부러울 게 없는 무적 케미 가능!,"식물원 카페, 전시회 관람, 다꾸 데이트",2026-03-07 07:31:43
丙辰(병진),甲申(갑신),85,갓생 메이트 케미,활활 타오르는 태양 병화와 단단한 나무 갑목이 만난 갓벽한 조합! 갑목이 병화의 열정에 연료를 팍팍 넣어주니 서로의 에너지가 폭발하는 시너지가 미쳤어요. 둘 다 추진력이 대박이라 같이 있으면 세상 모든 걸 다 이룰 것 같은 무적의 텐션 세계관이 펼쳐집니다.,각자 본업도 잘하고 연애도 힙하게 하는 쿨한 바이브! 새로운 핫플은 무조건 도장 깨기 해야 직성이 풀리는 에너제틱한 데이트 스타일이에요.,둘 다 에너지가 넘쳐서 가끔은 속도 조절이 필요할 수도! '천천히 깊게' 스며드는 감성 한 스푼만 추가하면 진짜 평생 갈 소울메이트 각!,"서핑 원데이 클래스, 락 볼링장, 루프탑 바",2026-03-07 07:32:19
丙辰(병진),己丑(기축),82,안정형 꿀조합,뜨거운 태양 병화가 단단한 대지 기토를 따스하게 비춰주는 시너지 미쳤다! 서로의 감정을 스펀지처럼 흡수하는 텐션 세계관이에요. 병진의 넘치는 에너지를 기축이 차분하게 받아주니 안정감 대박! 함께 있으면 세상 무해하고 포근한 찐사랑 바이브가 뿜뿜 뿜어져 나와요.,편안함이 무기! 화려한 핫플보다는 우리만의 아지트에서 꽁냥거리는 힐링 데이트 바이브예요. 소소한 일상을 공유하며 서로의 멘탈을 케어해주는 소울메이트 각!,둘 다 너무 편해서 가끔은 고집쟁이 모먼트가 나올 수 있어요! '먼저 사과하기' 챌린지만 잘 지켜도 연애 전선 이상 무! 서로의 다름을 리스펙하면 갓벽해져요.,"만화 카페, 호캉스, 도자기 공방",2026-03-07 07:32:58
丙辰(병진),甲午(갑오),95,불꽃 시너지 케미,"활활 타오르는 태양 병화와 에너제틱한 나무 갑목의 만남이라니, 이건 그냥 텐션 세계관 최강자 조합! 갑오의 열정이 병진의 스케일을 더 키워주니 시너지 미쳤다 소리가 절로 나와요. 서로가 서로에게 영감이 되는 존재라 같이 있으면 세상 모든 게 다 내 것 같은 소울메이트 각입니다.",어딜 가나 주인공이 되는 화려한 바이브! 텐션이 높아서 같이 액티비티를 즐기거나 힙한 페스티벌을 다니는 에너지 폭발형 커플이에요.,둘 다 에너지가 너무 좋아서 가끔 과열될 수 있어요! 그럴 땐 쿨다운 타임만 가져주면 찐사랑 모드 유지 완료. 서로의 열정을 리스펙하면 갓벽해요.,"뮤직 페스티벌, 테마파크, 야간 루프탑 파티",2026-03-07 07:33:40
丙辰(병진),己亥(기해),84,단짠 밸런스 케미,"밝게 빛나는 태양 병화와 촉촉한 대지 기토가 만난 환상의 조화! 병진의 파워풀한 에너지를 기해의 유연함이 싹 감싸주는 구조라 시너지 미쳤다 소리 절로 나와요. 서로 다른 매력이 자극제가 되는 성장형 커플로, 알콩달콩하다가도 묘한 텐션이 폭발하는 밀당 천재들의 만남입니다.",화려한 핫플 데이트와 고즈넉한 힐링 사이를 오가는 반전 매력 바이브! 병진이 리드하고 기해가 센스 있게 맞장구치면 찐사랑 모먼트 완성이에요.,병진의 직진 본능과 기해의 신중함이 부딪힐 땐 '5분 쿨다운' 약속하기! 서로의 템포만 리스펙해주면 세상 하나뿐인 소울메이트 각!,"심야 영화 정주행, 오션뷰 카페, 드로잉 카페",2026-03-07 07:34:23
丙辰(병진),甲辰(갑진),94,갓생 커플 각,"푸른 용과 붉은 용이 만난 역대급 텐션 세계관! 갑목 나무가 병화 태양을 만나 광합성 제대로 하는 형국이라 시너지 미쳤다 소리 절로 나와요. 둘 다 '진(辰)'을 품어서 말 안 해도 통하는 찐사랑 바이브가 대박이고, 서로의 성장을 미친 듯이 응원하는 워너비 소울메이트 조합입니다.",에너지 폭발하는 갓생 데이트 바이브! 같이 운동을 하거나 자기계발을 하면서 서로에게 긍정적인 자극을 주는 쿨하고 힙한 스타일이에요.,둘 다 추진력이 어마어마해서 가끔은 속도 조절이 필요할 수도! '천천히 걷기' 데이트로 여유만 한 스푼 더해주면 갓벽한 밸런스 유지 완료!,"러닝 크루 활동, 루프탑 바 투어",2026-03-07 07:35:04
